user_id;question_id;answer
21233;FI1;3️⃣
21233;FI2;1️⃣
21233;FI3;3️⃣
21233;FI4;1️⃣
21233;FI5;4️⃣
21233;FI6;4️⃣
21233;II2;3️⃣
21233;OE1;1️⃣
21233;OE2;1️⃣
21233;OE3;1️⃣
21233;OE4;1️⃣
21233;OE5;2️⃣
21233;OE6;4️⃣
21233;OE7;1️⃣
21233;OE8;1️⃣
21234;FI1;3️⃣
21234;FI2;🤷‍♂️
21234;FI3;1️⃣
21234;FI4;🤷‍♂️
21234;FI5;5️⃣
21234;FI6;🤷‍♂️
21234;II2;4️⃣
21235;OE1;3️⃣
21235;OE2;3️⃣
21235;OE3;1️⃣
21235;OE4;1️⃣
21235;OE5;3️⃣
21235;OE6;1️⃣
21235;OE7;1️⃣
21235;OE8;1️⃣
21235;TE1;2️⃣
21235;TE10;1️⃣
21235;TE2;1️⃣
21235;TE3;1️⃣
21235;TE4;3️⃣
21235;TE5;1️⃣
21235;TE6;6️⃣
21235;TE7;3️⃣
21235;TE8;2️⃣
21235;TE9;3️⃣
21236;DC1;🤷‍♂️
21236;DC2;1️⃣
21236;DC3;1️⃣
21236;DC4;3️⃣
21236;DC5;1️⃣
21236;DC6;1️⃣
21236;DC7;4️⃣
21236;FI1;3️⃣
21236;FI2;3️⃣
21236;FI3;1️⃣
21236;FI4;1️⃣
21236;FI5;4️⃣
21236;FI6;3️⃣
21236;OE1;1️⃣
21236;OE2;3️⃣
21236;OE3;3️⃣
21236;OE4;2️⃣
21236;OE5;3️⃣
21236;OE6;4️⃣
21236;OE7;2️⃣
21236;OE8;2️⃣
21236;TE1;4️⃣
21236;TE10;3️⃣
21236;TE2;2️⃣
21236;TE3;3️⃣
21236;TE4;3️⃣
21236;TE5;1️⃣
21236;TE6;6️⃣
21236;TE7;4️⃣
21236;TE8;3️⃣
21236;TE9;1️⃣
21237;FI1;3️⃣
21237;FI2;1️⃣
21237;FI3;3️⃣
21237;FI4;1️⃣
21237;FI5;1️⃣
21237;FI6;1️⃣
21237;II2;2️⃣
21239;TE1;4️⃣
21239;TE10;2️⃣
21239;TE2;1️⃣
21239;TE3;2️⃣
21239;TE4;1️⃣
21239;TE5;2️⃣
21239;TE6;6️⃣
21239;TE7;2️⃣
21239;TE8;3️⃣
21239;TE9;3️⃣
21240;FI1;2️⃣
21240;FI2;4️⃣
21241;DC1;1️⃣
21241;DC10;2️⃣
21241;DC2;4️⃣
21241;DC3;1️⃣
21241;DC4;1️⃣
21241;DC5;1️⃣
21241;DC6;1️⃣
21241;DC7;1️⃣
21241;DC8;🤷‍♂️
21241;DC9;2️⃣
21241;FI1;2️⃣
21241;FI2;1️⃣
21241;FI3;1️⃣
21241;FI4;1️⃣
21241;FI5;1️⃣
21241;FI6;4️⃣
21241;II2;3️⃣
21241;OE1;1️⃣
21241;OE2;1️⃣
21241;OE3;1️⃣
21241;OE4;3️⃣
21241;OE5;1️⃣
21241;OE6;2️⃣
21241;OE7;1️⃣
21241;OE8;1️⃣
21244;TE1;5️⃣
21244;TE10;🤷‍♂️
21244;TE2;1️⃣
21244;TE3;1️⃣
21244;TE4;4️⃣
21244;TE5;1️⃣
21244;TE6;2️⃣
21244;TE7;1️⃣
21244;TE8;3️⃣
21244;TE9;1️⃣
21245;DC1;1️⃣
21245;DC10;2️⃣
21245;DC2;1️⃣
21245;DC3;1️⃣
21245;DC4;1️⃣
21245;DC5;1️⃣
21245;DC6;1️⃣
21245;DC7;1️⃣
21245;DC8;2️⃣
21245;DC9;2️⃣
21245;FI1;3️⃣
21245;FI2;4️⃣
21245;FI3;2️⃣
21245;FI4;4️⃣
21245;FI5;5️⃣
21245;FI6;4️⃣
21245;II2;🤷‍♂️
21245;OE1;3️⃣
21245;OE2;2️⃣
21245;OE3;2️⃣
21245;OE4;2️⃣
21245;OE5;2️⃣
21245;OE6;1️⃣
21245;OE7;1️⃣
21245;OE8;1️⃣
21245;TE1;2️⃣
21245;TE10;2️⃣
21245;TE2;2️⃣
21245;TE3;2️⃣
21245;TE4;2️⃣
21245;TE5;2️⃣
21245;TE6;2️⃣
21245;TE7;3️⃣
21245;TE8;🤷‍♂️
21245;TE9;3️⃣
21248;FI1;1️⃣
21248;FI2;1️⃣
21248;FI3;3️⃣
21248;FI4;1️⃣
21248;FI5;5️⃣
21248;FI6;3️⃣
21248;II2;3️⃣
21248;OE1;3️⃣
21248;OE2;2️⃣
21248;OE3;2️⃣
21248;OE4;3️⃣
21248;OE5;3️⃣
21248;OE6;4️⃣
21248;OE7;2️⃣
21248;OE8;1️⃣
21251;DC1;1️⃣
21251;DC10;3️⃣
21251;DC2;2️⃣
21251;DC3;1️⃣
21251;DC4;1️⃣
21251;DC5;1️⃣
21251;DC6;1️⃣
21251;DC7;1️⃣
21251;DC8;2️⃣
21251;DC9;2️⃣
21251;FI1;2️⃣
21251;FI2;🤷‍♂️
21251;FI3;1️⃣
21251;FI4;2️⃣
21251;FI5;4️⃣
21251;FI6;2️⃣
21251;OE1;2️⃣
21251;OE2;2️⃣
21251;OE3;2️⃣
21251;OE4;4️⃣
21251;OE5;3️⃣
21251;OE6;4️⃣
21251;OE7;1️⃣
21251;OE8;2️⃣
21255;DC1;1️⃣
21255;DC10;2️⃣
21255;DC2;2️⃣
21255;DC3;3️⃣
21255;DC4;2️⃣
21255;DC5;1️⃣
21255;DC6;3️⃣
21255;DC7;2️⃣
21255;DC8;2️⃣
21255;DC9;4️⃣
21255;FI1;3️⃣
21255;FI2;1️⃣
21255;FI3;1️⃣
21255;FI4;1️⃣
21255;FI5;2️⃣
21255;FI6;2️⃣
21255;II2;2️⃣
21255;OE1;1️⃣
21255;OE2;3️⃣
21255;OE3;4️⃣
21255;OE4;4️⃣
21255;OE5;3️⃣
21255;OE6;🤷‍♂️
21255;OE7;1️⃣
21255;OE8;2️⃣
21255;TE1;2️⃣
21255;TE10;3️⃣
21255;TE2;2️⃣
21255;TE3;2️⃣
21255;TE4;3️⃣
21255;TE5;1️⃣
21255;TE6;2️⃣
21255;TE7;1️⃣
21255;TE8;3️⃣
21255;TE9;3️⃣
21258;FI1;2️⃣
21258;FI2;1️⃣
21258;FI3;1️⃣
21258;FI4;1️⃣
21258;FI5;4️⃣
21258;FI6;3️⃣
21258;OE1;1️⃣
21258;OE2;2️⃣
21258;OE3;4️⃣
21258;OE4;1️⃣
21258;OE5;🤷‍♂️
21258;OE6;1️⃣
21258;OE7;1️⃣
21258;OE8;1️⃣
21259;FI1;2️⃣
21259;FI2;4️⃣
21259;FI3;6️⃣
21259;FI4;4️⃣
21259;FI5;5️⃣
21259;FI6;4️⃣
21259;II2;1️⃣
21259;OE1;4️⃣
21259;OE2;2️⃣
21259;OE3;🤷‍♂️
21259;OE4;2️⃣
21259;OE5;1️⃣
21259;OE6;1️⃣
21259;OE7;1️⃣
21259;OE8;2️⃣
21259;TE1;5️⃣
21259;TE10;1️⃣
21259;TE2;2️⃣
21259;TE3;4️⃣
21259;TE4;4️⃣
21259;TE5;1️⃣
21259;TE6;2️⃣
21259;TE7;4️⃣
21259;TE8;3️⃣
21259;TE9;3️⃣
21262;OE1;4️⃣
21262;OE2;3️⃣
21262;OE3;3️⃣
21262;OE4;1️⃣
21262;OE5;3️⃣
21262;OE6;1️⃣
21262;OE7;1️⃣
21262;OE8;1️⃣
21266;DC1;1️⃣
21266;DC10;3️⃣
21266;DC2;1️⃣
21266;DC3;1️⃣
21266;DC4;1️⃣
21266;DC5;1️⃣
21266;DC6;1️⃣
21266;DC7;1️⃣
21266;DC8;2️⃣
21266;DC9;🤷‍♂️
21266;FI1;4️⃣
21266;FI2;1️⃣
21266;FI3;2️⃣
21266;FI4;1️⃣
21266;FI5;2️⃣
21266;FI6;4️⃣
21266;II2;4️⃣
21266;OE1;3️⃣
21266;OE2;🤷‍♂️
21266;OE3;3️⃣
21266;OE4;1️⃣
21266;TE1;2️⃣
21266;TE10;3️⃣
21266;TE2;1️⃣
21266;TE3;2️⃣
21266;TE4;3️⃣
21266;TE5;1️⃣
21266;TE6;6️⃣
21266;TE7;4️⃣
21266;TE8;2️⃣
21266;TE9;2️⃣
21267;DC1;2️⃣
21267;DC10;1️⃣
21267;DC2;3️⃣
21267;DC3;3️⃣
21267;DC4;2️⃣
21267;DC5;4️⃣
21267;DC6;4️⃣
21267;DC7;1️⃣
21267;DC8;2️⃣
21267;DC9;4️⃣
21267;FI1;1️⃣
21267;FI2;3️⃣
21267;FI3;3️⃣
21267;FI4;1️⃣
21267;FI5;2️⃣
21267;FI6;2️⃣
21267;II2;4️⃣
21267;OE1;1️⃣
21267;OE2;1️⃣
21267;OE3;3️⃣
21267;OE4;1️⃣
21267;OE5;2️⃣
21267;OE6;2️⃣
21267;OE7;1️⃣
21267;OE8;1️⃣
21267;TE1;2️⃣
21267;TE10;1️⃣
21267;TE2;1️⃣
21267;TE3;2️⃣
21267;TE4;3️⃣
21267;TE5;2️⃣
21267;TE6;2️⃣
21267;TE7;3️⃣
21267;TE8;2️⃣
21267;TE9;3️⃣
21268;FI1;2️⃣
21268;FI2;4️⃣
21268;FI3;1️⃣
21268;FI4;1️⃣
21268;FI5;5️⃣
21268;FI6;3️⃣
21271;TE1;1️⃣
21271;TE10;3️⃣
21271;TE2;1️⃣
21271;TE3;1️⃣
21271;TE4;4️⃣
21271;TE5;2️⃣
21271;TE6;1️⃣
21271;TE7;1️⃣
21271;TE8;2️⃣
21271;TE9;3️⃣
21272;DC1;1️⃣
21272;DC10;3️⃣
21272;DC2;1️⃣
21272;DC3;1️⃣
21272;DC4;1️⃣
21272;DC5;1️⃣
21272;DC6;1️⃣
21272;DC7;1️⃣
21272;DC8;1️⃣
21272;DC9;1️⃣
21272;II2;4️⃣
21272;OE1;1️⃣
21272;OE2;1️⃣
21272;OE3;3️⃣
21272;OE4;1️⃣
21272;OE5;3️⃣
21272;OE6;1️⃣
21272;OE7;2️⃣
21272;OE8;1️⃣
21273;DC1;1️⃣
21273;DC10;3️⃣
21273;DC2;3️⃣
21273;DC3;1️⃣
21273;DC4;2️⃣
21273;DC5;1️⃣
21273;DC6;1️⃣
21273;DC7;1️⃣
21273;DC8;1️⃣
21273;DC9;1️⃣
21273;FI1;2️⃣
21273;FI2;1️⃣
21273;FI3;6️⃣
21273;FI4;1️⃣
21273;FI5;4️⃣
21273;FI6;2️⃣
21273;II2;1️⃣
21273;OE1;2️⃣
21273;OE2;1️⃣
21273;OE3;2️⃣
21273;OE4;2️⃣
21273;OE5;2️⃣
21273;OE6;3️⃣
21273;OE7;2️⃣
21273;OE8;1️⃣
21274;DC1;2️⃣
21274;DC10;2️⃣
21274;DC2;4️⃣
21274;DC3;2️⃣
21274;DC4;1️⃣
21274;DC5;3️⃣
21274;DC6;4️⃣
21274;DC7;2️⃣
21274;DC8;1️⃣
21274;DC9;2️⃣
21274;FI1;2️⃣
21274;FI2;1️⃣
21274;FI3;3️⃣
21274;FI4;2️⃣
21274;FI5;4️⃣
21274;FI6;2️⃣
21274;II2;2️⃣
21274;OE1;1️⃣
21274;OE2;1️⃣
21274;OE3;3️⃣
21274;OE4;1️⃣
21274;OE5;2️⃣
21274;OE6;1️⃣
21274;OE7;1️⃣
21274;OE8;1️⃣
21274;TE1;1️⃣
21274;TE10;3️⃣
21274;TE2;2️⃣
21274;TE3;2️⃣
21274;TE4;4️⃣
21274;TE5;1️⃣
21274;TE6;2️⃣
21274;TE7;1️⃣
21274;TE8;2️⃣
21274;TE9;2️⃣
21275;DC1;1️⃣
21275;DC10;1️⃣
21275;DC2;1️⃣
21275;DC3;1️⃣
21275;DC4;4️⃣
21275;DC5;1️⃣
21275;DC6;1️⃣
21275;DC7;3️⃣
21275;DC8;1️⃣
21275;DC9;2️⃣
21275;FI1;1️⃣
21275;FI2;1️⃣
21275;FI3;1️⃣
21275;FI4;1️⃣
21275;FI5;5️⃣
21275;FI6;3️⃣
21275;OE1;2️⃣
21275;OE2;2️⃣
21275;OE3;2️⃣
21275;OE4;2️⃣
21275;OE5;3️⃣
21275;OE6;1️⃣
21275;OE7;1️⃣
21275;OE8;2️⃣
21275;TE1;1️⃣
21275;TE10;2️⃣
21275;TE2;1️⃣
21275;TE3;2️⃣
21275;TE4;4️⃣
21275;TE5;2️⃣
21275;TE6;2️⃣
21275;TE7;4️⃣
21275;TE8;3️⃣
21275;TE9;1️⃣
21281;FI1;3️⃣
21281;FI2;🤷‍♂️
21282;DC1;1️⃣
21282;DC10;1️⃣
21282;DC2;2️⃣
21282;DC3;1️⃣
21282;DC4;3️⃣
21282;DC5;1️⃣
21282;DC6;1️⃣
21282;DC7;1️⃣
21282;DC8;1️⃣
21282;DC9;1️⃣
21282;FI1;3️⃣
21282;FI2;4️⃣
21282;FI3;5️⃣
21282;FI4;4️⃣
21282;FI5;5️⃣
21282;FI6;4️⃣
21282;II2;2️⃣
21282;OE1;2️⃣
21282;OE2;3️⃣
21282;OE3;4️⃣
21282;OE4;2️⃣
21282;OE5;2️⃣
21282;OE6;1️⃣
21282;OE7;1️⃣
21282;OE8;2️⃣
21282;TE1;5️⃣
21282;TE10;1️⃣
21282;TE2;3️⃣
21282;TE3;1️⃣
21282;TE4;2️⃣
21282;TE5;1️⃣
21282;TE6;4️⃣
21282;TE7;4️⃣
21282;TE8;2️⃣
21282;TE9;3️⃣
21285;OE1;2️⃣
21285;OE2;2️⃣
21285;OE3;1️⃣
21285;OE4;1️⃣
21285;OE5;2️⃣
21285;OE6;4️⃣
21285;OE7;2️⃣
21285;OE8;1️⃣
21291;FI1;3️⃣
21291;FI2;1️⃣
21291;FI3;2️⃣
21291;FI4;1️⃣
21291;FI5;1️⃣
21291;FI6;4️⃣
21291;TE1;2️⃣
21291;TE10;3️⃣
21291;TE2;1️⃣
21291;TE3;1️⃣
21291;TE4;4️⃣
21291;TE5;1️⃣
21291;TE6;2️⃣
21291;TE7;4️⃣
21291;TE8;2️⃣
21291;TE9;3️⃣
21294;DC1;2️⃣
21294;DC10;2️⃣
21294;DC2;3️⃣
21294;DC3;1️⃣
21294;DC4;1️⃣
21294;DC5;1️⃣
21294;DC6;1️⃣
21294;DC7;1️⃣
21294;DC8;🤷‍♂️
21294;DC9;1️⃣
21294;FI1;2️⃣
21294;FI2;1️⃣
21294;FI3;1️⃣
21294;FI4;1️⃣
21294;FI5;5️⃣
21294;FI6;4️⃣
21294;II2;3️⃣
21294;OE1;2️⃣
21294;OE2;1️⃣
21294;OE3;3️⃣
21294;OE4;2️⃣
21294;OE5;2️⃣
21294;OE6;4️⃣
21294;OE7;2️⃣
21294;OE8;1️⃣
21294;TE1;4️⃣
21294;TE10;3️⃣
21294;TE2;3️⃣
21294;TE3;3️⃣
21294;TE4;1️⃣
21294;TE5;2️⃣
21294;TE6;1️⃣
21294;TE7;1️⃣
21294;TE8;3️⃣
21294;TE9;🤷‍♂️
21295;FI1;2️⃣
21295;FI2;1️⃣
21295;FI3;1️⃣
21295;FI4;1️⃣
21295;FI5;4️⃣
21295;FI6;1️⃣
21297;II2;1️⃣
21298;FI1;1️⃣
21298;FI2;3️⃣
21298;FI3;3️⃣
21298;FI4;1️⃣
21298;FI5;4️⃣
21298;FI6;4️⃣
21298;OE1;1️⃣
21298;OE2;3️⃣
21298;OE3;3️⃣
21298;OE4;2️⃣
21298;OE5;2️⃣
21298;OE6;3️⃣
21298;OE7;1️⃣
21298;OE8;1️⃣
21299;DC1;1️⃣
21299;DC10;2️⃣
21299;DC2;1️⃣
21299;DC3;🤷‍♂️
21299;DC4;2️⃣
21299;DC5;1️⃣
21299;DC6;1️⃣
21299;DC7;🤷‍♂️
21299;DC8;2️⃣
21299;DC9;1️⃣
21299;II2;1️⃣
21299;TE1;2️⃣
21299;TE10;1️⃣
21299;TE2;1️⃣
21299;TE3;2️⃣
21299;TE4;1️⃣
21299;TE5;1️⃣
21299;TE6;6️⃣
21299;TE7;3️⃣
21299;TE8;2️⃣
21299;TE9;3️⃣
21301;DC1;1️⃣
21301;DC10;2️⃣
21301;DC2;1️⃣
21301;DC3;1️⃣
21301;DC4;3️⃣
21301;DC5;1️⃣
21301;DC6;1️⃣
21301;DC7;1️⃣
21301;DC8;2️⃣
21301;DC9;1️⃣
21301;FI1;1️⃣
21301;FI2;3️⃣
21301;FI3;7️⃣
21301;FI4;3️⃣
21301;FI5;4️⃣
21301;FI6;1️⃣
21301;II2;3️⃣
21301;OE1;1️⃣
21301;OE2;1️⃣
21301;OE3;1️⃣
21301;OE4;2️⃣
21301;OE5;2️⃣
21301;OE6;1️⃣
21301;OE7;1️⃣
21301;OE8;2️⃣
21301;TE1;1️⃣
21301;TE10;3️⃣
21301;TE2;1️⃣
21301;TE3;2️⃣
21301;TE4;2️⃣
21301;TE5;1️⃣
21301;TE6;6️⃣
21301;TE7;2️⃣
21301;TE8;2️⃣
21301;TE9;3️⃣
21304;FI1;4️⃣
21304;FI2;1️⃣
21304;FI3;1️⃣
21304;FI4;1️⃣
21304;FI5;4️⃣
21304;FI6;4️⃣
21304;II2;1️⃣
21304;TE1;4️⃣
21304;TE10;3️⃣
21304;TE2;1️⃣
21304;TE3;1️⃣
21304;TE4;3️⃣
21304;TE5;2️⃣
21304;TE6;2️⃣
21304;TE7;1️⃣
21304;TE8;3️⃣
21304;TE9;1️⃣
21305;FI1;3️⃣
21305;FI2;1️⃣
21305;FI3;1️⃣
21305;FI4;1️⃣
21305;FI5;5️⃣
21305;FI6;4️⃣
21305;OE1;3️⃣
21305;OE2;2️⃣
21305;OE3;3️⃣
21305;OE4;2️⃣
21305;OE5;3️⃣
21305;OE6;4️⃣
21305;OE7;1️⃣
21305;OE8;1️⃣
21307;DC1;1️⃣
21307;DC10;3️⃣
21307;DC2;1️⃣
21307;DC3;1️⃣
21307;DC4;2️⃣
21307;DC5;1️⃣
21307;DC6;1️⃣
21307;DC7;4️⃣
21307;DC8;2️⃣
21307;DC9;1️⃣
21307;FI1;3️⃣
21307;FI2;1️⃣
21307;FI3;2️⃣
21307;FI4;1️⃣
21307;FI5;5️⃣
21307;FI6;4️⃣
21307;II2;1️⃣
21307;OE1;1️⃣
21307;OE2;1️⃣
21307;OE3;3️⃣
21307;OE4;2️⃣
21307;OE5;3️⃣
21307;OE6;1️⃣
21307;OE7;1️⃣
21307;OE8;1️⃣
21307;TE1;1️⃣
21307;TE10;3️⃣
21307;TE2;1️⃣
21307;TE3;1️⃣
21307;TE4;1️⃣
21307;TE5;2️⃣
21307;TE6;5️⃣
21307;TE7;4️⃣
21307;TE8;3️⃣
21307;TE9;1️⃣
21308;DC1;1️⃣
21308;DC10;3️⃣
21308;DC2;1️⃣
21308;DC3;1️⃣
21308;DC4;1️⃣
21308;DC5;1️⃣
21308;DC6;1️⃣
21308;DC7;1️⃣
21308;DC8;1️⃣
21308;DC9;1️⃣
21308;FI1;4️⃣
21308;FI2;4️⃣
21308;FI3;4️⃣
21308;FI4;4️⃣
21308;FI5;2️⃣
21308;FI6;3️⃣
21308;II2;1️⃣
21308;OE1;3️⃣
21308;OE2;1️⃣
21308;OE3;3️⃣
21308;OE4;4️⃣
21308;OE5;3️⃣
21308;OE6;3️⃣
21308;OE7;1️⃣
21308;OE8;1️⃣
21308;TE1;4️⃣
21308;TE10;3️⃣
21308;TE2;1️⃣
21308;TE3;1️⃣
21308;TE4;2️⃣
21308;TE5;2️⃣
21308;TE6;2️⃣
21308;TE7;4️⃣
21308;TE8;3️⃣
21308;TE9;3️⃣
21311;DC1;1️⃣
21311;DC10;3️⃣
21311;DC2;1️⃣
21311;DC3;1️⃣
21311;DC4;2️⃣
21311;DC5;1️⃣
21311;DC6;1️⃣
21311;DC7;1️⃣
21311;DC8;2️⃣
21311;DC9;4️⃣
21311;FI1;2️⃣
21311;FI2;1️⃣
21311;FI3;1️⃣
21311;FI4;1️⃣
21311;FI5;4️⃣
21311;FI6;4️⃣
21311;OE1;2️⃣
21311;OE2;1️⃣
21311;OE3;4️⃣
21311;OE4;3️⃣
21311;OE5;2️⃣
21311;OE6;1️⃣
21311;OE7;2️⃣
21311;OE8;2️⃣
21315;DC1;🤷‍♂️
21315;DC10;🤷‍♂️
21315;DC2;🤷‍♂️
21315;DC3;🤷‍♂️
21315;DC4;🤷‍♂️
21315;DC5;🤷‍♂️
21315;DC6;🤷‍♂️
21315;DC7;🤷‍♂️
21315;DC8;🤷‍♂️
21315;DC9;🤷‍♂️
21315;FI1;2️⃣
21315;FI2;🤷‍♂️
21315;FI3;🤷‍♂️
21315;FI4;🤷‍♂️
21315;FI5;🤷‍♂️
21315;FI6;🤷‍♂️
21315;II2;3️⃣
21315;OE1;🤷‍♂️
21315;OE2;🤷‍♂️
21315;OE3;🤷‍♂️
21315;OE4;🤷‍♂️
21315;OE5;🤷‍♂️
21315;OE6;🤷‍♂️
21315;OE7;🤷‍♂️
21315;OE8;🤷‍♂️
21315;TE1;🤷‍♂️
21315;TE10;🤷‍♂️
21315;TE2;🤷‍♂️
21315;TE3;🤷‍♂️
21315;TE4;🤷‍♂️
21315;TE5;🤷‍♂️
21315;TE6;🤷‍♂️
21315;TE7;🤷‍♂️
21315;TE8;🤷‍♂️
21315;TE9;🤷‍♂️
21316;FI1;2️⃣
21316;FI2;1️⃣
21316;FI3;3️⃣
21316;FI4;1️⃣
21316;FI5;5️⃣
21316;FI6;🤷‍♂️
21318;DC1;1️⃣
21318;DC10;2️⃣
21318;DC2;🤷‍♂️
21318;DC3;1️⃣
21318;DC4;4️⃣
21318;DC5;1️⃣
21318;DC6;2️⃣
21318;DC7;1️⃣
21318;DC8;1️⃣
21318;DC9;🤷‍♂️
21318;FI1;3️⃣
21318;FI2;🤷‍♂️
21318;FI3;5️⃣
21318;FI4;1️⃣
21318;FI5;4️⃣
21318;FI6;4️⃣
21318;II2;1️⃣
21318;OE1;2️⃣
21318;OE2;3️⃣
21318;OE3;2️⃣
21318;OE4;2️⃣
21318;OE5;2️⃣
21318;OE6;3️⃣
21318;OE7;2️⃣
21318;OE8;1️⃣
21318;TE1;2️⃣
21318;TE10;🤷‍♂️
21318;TE2;2️⃣
21318;TE3;3️⃣
21318;TE4;3️⃣
21318;TE5;1️⃣
21318;TE6;7️⃣
21318;TE7;4️⃣
21318;TE8;1️⃣
21318;TE9;3️⃣
21319;DC1;1️⃣
21319;DC10;2️⃣
21319;DC2;🤷‍♂️
21319;DC3;1️⃣
21319;DC4;2️⃣
21319;DC5;1️⃣
21319;DC6;1️⃣
21319;DC7;1️⃣
21319;DC8;2️⃣
21319;DC9;3️⃣
21319;FI1;3️⃣
21319;FI2;3️⃣
21319;FI3;🤷‍♂️
21319;FI4;1️⃣
21319;FI5;2️⃣
21319;FI6;3️⃣
21319;II2;🤷‍♂️
21319;OE1;3️⃣
21319;OE2;4️⃣
21319;OE3;3️⃣
21319;OE4;1️⃣
21319;OE5;2️⃣
21319;OE6;🤷‍♂️
21319;OE7;🤷‍♂️
21319;OE8;2️⃣
21319;TE1;2️⃣
21319;TE10;3️⃣
21319;TE2;1️⃣
21319;TE3;2️⃣
21319;TE4;4️⃣
21319;TE5;2️⃣
21319;TE6;2️⃣
21319;TE7;4️⃣
21319;TE8;3️⃣
21319;TE9;🤷‍♂️
21321;DC1;🤷‍♂️
21321;DC10;🤷‍♂️
21321;DC2;🤷‍♂️
21321;DC3;🤷‍♂️
21321;DC4;1️⃣
21321;DC5;3️⃣
21321;DC6;2️⃣
21321;DC7;🤷‍♂️
21321;DC8;🤷‍♂️
21321;DC9;3️⃣
21322;DC1;1️⃣
21322;DC10;2️⃣
21322;DC2;1️⃣
21322;DC3;1️⃣
21322;DC4;1️⃣
21322;DC5;1️⃣
21322;DC6;3️⃣
21322;DC7;2️⃣
21322;DC8;2️⃣
21322;DC9;3️⃣
21322;FI1;3️⃣
21322;FI2;1️⃣
21322;FI3;2️⃣
21322;FI4;1️⃣
21322;FI5;4️⃣
21322;FI6;2️⃣
21322;II2;🤷‍♂️
21322;OE1;2️⃣
21322;OE2;1️⃣
21322;OE3;4️⃣
21322;OE4;1️⃣
21322;OE5;1️⃣
21322;OE6;3️⃣
21322;OE7;2️⃣
21322;OE8;1️⃣
21322;TE1;5️⃣
21322;TE10;3️⃣
21322;TE2;1️⃣
21322;TE3;2️⃣
21322;TE4;3️⃣
21322;TE5;1️⃣
21322;TE6;2️⃣
21322;TE7;2️⃣
21322;TE8;3️⃣
21322;TE9;3️⃣
21323;TE1;2️⃣
21323;TE10;3️⃣
21323;TE2;1️⃣
21323;TE3;1️⃣
21323;TE4;2️⃣
21323;TE5;1️⃣
21323;TE6;2️⃣
21323;TE7;2️⃣
21323;TE8;2️⃣
21323;TE9;1️⃣
21326;DC1;1️⃣
21326;DC10;2️⃣
21326;DC2;4️⃣
21326;DC3;1️⃣
21326;DC4;4️⃣
21326;DC5;1️⃣
21326;DC6;1️⃣
21326;DC7;1️⃣
21326;DC8;1️⃣
21326;DC9;1️⃣
21326;FI1;1️⃣
21326;FI2;1️⃣
21326;FI3;1️⃣
21326;FI4;1️⃣
21326;FI5;5️⃣
21326;FI6;4️⃣
21326;II2;4️⃣
21326;OE1;1️⃣
21326;OE2;1️⃣
21326;OE3;3️⃣
21326;OE4;2️⃣
21326;OE5;2️⃣
21326;OE6;4️⃣
21326;OE7;1️⃣
21326;OE8;1️⃣
21326;TE1;2️⃣
21326;TE10;3️⃣
21326;TE2;2️⃣
21326;TE3;4️⃣
21326;TE4;2️⃣
21326;TE5;1️⃣
21326;TE6;2️⃣
21326;TE7;4️⃣
21326;TE8;2️⃣
21326;TE9;1️⃣
21328;FI1;1️⃣
21328;FI2;4️⃣
21328;FI3;8️⃣
21328;FI4;1️⃣
21328;FI5;5️⃣
21328;FI6;4️⃣
21330;TE1;4️⃣
21330;TE10;2️⃣
21330;TE2;2️⃣
21330;TE3;1️⃣
21330;TE4;3️⃣
21330;TE5;1️⃣
21330;TE6;🤷‍♂️
21330;TE7;4️⃣
21330;TE8;2️⃣
21330;TE9;1️⃣
21331;DC1;🤷‍♂️
21331;DC10;2️⃣
21331;DC2;🤷‍♂️
21331;DC3;1️⃣
21331;DC4;4️⃣
21331;DC5;1️⃣
21331;DC6;1️⃣
21331;DC7;1️⃣
21331;DC8;2️⃣
21331;DC9;1️⃣
21331;FI1;3️⃣
21331;FI2;🤷‍♂️
21331;FI3;🤷‍♂️
21331;FI4;1️⃣
21331;FI5;5️⃣
21331;FI6;4️⃣
21331;II2;1️⃣
21331;OE1;2️⃣
21331;OE2;1️⃣
21331;OE3;2️⃣
21331;OE4;3️⃣
21331;OE5;3️⃣
21331;OE6;4️⃣
21331;OE7;2️⃣
21331;OE8;1️⃣
21331;TE1;2️⃣
21331;TE10;3️⃣
21331;TE2;2️⃣
21331;TE3;3️⃣
21331;TE4;2️⃣
21331;TE5;🤷‍♂️
21331;TE6;🤷‍♂️
21331;TE7;4️⃣
21331;TE8;3️⃣
21331;TE9;1️⃣
21333;DC1;1️⃣
21333;DC10;1️⃣
21333;DC2;2️⃣
21333;DC3;1️⃣
21333;DC4;1️⃣
21333;DC5;1️⃣
21333;DC6;3️⃣
21333;DC7;1️⃣
21333;DC8;2️⃣
21333;DC9;1️⃣
21333;FI1;1️⃣
21333;FI2;4️⃣
21333;FI3;1️⃣
21333;FI4;4️⃣
21333;FI5;5️⃣
21333;FI6;1️⃣
21334;TE1;2️⃣
21334;TE10;3️⃣
21334;TE2;4️⃣
21334;TE3;4️⃣
21334;TE4;3️⃣
21334;TE5;1️⃣
21334;TE6;4️⃣
21334;TE7;1️⃣
21334;TE8;2️⃣
21334;TE9;3️⃣
21337;FI1;3️⃣
21337;FI2;🤷‍♂️
21337;FI3;2️⃣
21337;FI4;🤷‍♂️
21337;FI5;5️⃣
21337;FI6;4️⃣
21337;OE1;🤷‍♂️
